M&A SDC Deal Number,Date Announced,Target Full Name,Acquiror Full Name,Date Effective,Acquiror 6-digit CUSIP,Target 6-digit CUSIP,SDC Deal No
4184581020,01/12/2024,F&G Annuities & Life Inc,Fidelity National Financial Inc,01/12/2024,31620R,30190A,4184581020
4147534020,01/11/2024,Southwestern Energy Co,Chesapeake Energy Corp,10/01/2024,165167,845467,4147534020
4182670040,01/11/2024,Electrameccanica Vehicles Corp,Xos Inc,03/26/2024,98423B,284849,4182670040
4337717020,01/10/2024,Trinity Place Holdings Corp,Trinity Place Holdings Corp,02/14/2024,89656D,89656D,4337717020
4180747020,01/08/2024,Axonics Inc,Boston Scientific Corp,11/15/2024,101137,05465P,4180747020
4180752020,01/08/2024,Ambrx Biopharma Inc,Johnson & Johnson,03/07/2024,478160,641871,4180752020
4180844020,01/08/2024,Harpoon Therapeutics Inc,Merck Sharp & Dohme LLC,03/11/2024,2N0232,41358P,4180844020
4220575020,01/08/2024,Humanigen Inc,Taran Therapeutics Inc,02/20/2024,2Q7603,48344T,4220575020
4180825020,01/07/2024,Audacy Inc,Bondholders,09/30/2024,09788F,9L9257,4180825020
4182163020,01/05/2024,Samsara Luggage Inc,Ilustrato Pictures International Inc,01/05/2024,452372,0Q2464,4182163020
4179862020,01/04/2024,Callon Petroleum Co,APA Corp,04/01/2024,03743Q,13123X,4179862020
4207422020,01/04/2024,Liquidia Corp,Legend Aggregator LP,01/08/2024,1Q9550,53635D,4207422020
4179944020,01/03/2024,FG Group Holdings Inc,FG Financial Group Inc,02/29/2024,30329Y,302462,4179944020
4201542040,01/03/2024,TDCX Inc,Transformative Investments Pte Ltd,06/18/2024,8L7139,87190U,4201542040
4310692020,01/03/2024,Concentra Group Holdings Parent Inc,Shareholders,11/25/2024,81949M,20603L,4310692020
4168732020,01/02/2024,PGT Innovations Inc,MIWD Holding Co LLC,03/28/2024,9P2530,69336V,4168732020
4179169020,01/02/2024,Via Renewables Inc,Retailco LLC,06/13/2024,0Q0155,92556D,4179169020
4331339020,01/02/2024,Lands End Inc,Lands End Inc,01/02/2024,51509F,51509F,4331339020
4179131040,12/31/2023,Userway Ltd,Level Access Holdings Inc,03/19/2024,1M4942,0Q0147,4179131040
4179028020,12/29/2023,NGM Biopharmaceuticals Inc,The Column Group LLC,04/05/2024,3H8627,62921N,4179028020
4176055020,12/27/2023,Boart Longyear Ltd,American Industrial Partners Capital Fund VIII LP,04/11/2024,9P7711,096640,4176055020
4178212020,12/27/2023,ProFrac Holding Corp,ProFrac Holding Corp,12/27/2023,74319N,74319N,4178212020
4175486020,12/26/2023,RayzeBio Inc,Bristol-Myers Squibb Co,02/26/2024,110122,75525N,4175486020
4173632020,12/22/2023,Karuna Therapeutics Inc,Bristol-Myers Squibb Co,03/18/2024,110122,48576A,4173632020
4175410020,12/22/2023,Theseus Pharmaceuticals Inc,Concentra Biosciences LLC,02/14/2024,5N6450,88369M,4175410020
4179759040,12/22/2023,Nubian Resources Ltd,Athena Gold Corp,01/02/2024,04686B,67021Q,4179759040
4173467040,12/21/2023,PCL Inc,GEM Global Yield LLC SCS,01/17/2024,6K9070,0F4760,4173467040
4177999020,12/20/2023,Tutor Perini Corp,Tutor Perini Corp,12/20/2023,901109,901109,4177999020
4182983020,12/20/2023,HOOKIPA Pharma Inc,Gilead Sciences Inc,12/20/2023,375558,43906K,4182983020
4171879020,12/19/2023,CSI Compressco LP,Kodiak Gas Services Inc,04/01/2024,50012A,8E0859,4171879020
4187058020,12/19/2023,Realty Income Corp,Bondholders,01/20/2024,09788F,756109,4187058020
4131080020,12/18/2023,Alteryx Inc,Azurite Intermediate Holdings Inc,03/19/2024,9P4091,02156B,4131080020
4172525040,12/18/2023,Trilogy International Partners Inc,SG Enterprises II LLC,03/28/2024,9P5372,7F0107,4172525040
4174489020,12/18/2023,Element Solutions Inc,Element Solutions Inc,12/18/2023,72766Q,72766Q,4174489020
4174582020,12/15/2023,SensaSure Technologies Inc,Verde Bio Holdings Inc,05/13/2024,3K4164,9P6649,4174582020
4170089020,12/14/2023,iSun Inc,iSun Inc,12/14/2023,465246,465246,4170089020
4171482020,12/14/2023,TPI Composites Inc,Creditors,12/14/2023,22542Z,87266J,4171482020
4174498020,12/14/2023,Phathom Pharmaceuticals Inc,Phathom Pharmaceuticals Inc,12/14/2023,71722W,71722W,4174498020
4181568020,12/14/2023,NaturalShrimp Inc,GHS Investments LLC,12/14/2023,3E2555,63902N,4181568020
4171789020,12/13/2023,Rain Oncology Inc,Pathos AI Inc,12/26/2023,0P3600,75082Q,4171789020
4168955020,12/12/2023,Codorus Valley Bancorp Inc,Orrstown Financial Services Inc,07/01/2024,687380,192025,4168955020
4174780020,12/12/2023,Orthofix Medical Inc,Engine Capital Management LP,12/12/2023,8A3000,68752M,4174780020
4169724020,12/11/2023,Pennsylvania Real Estate Investment Trust,Pennsylvania Real Estate Investment Trust,04/01/2024,709102,709102,4169724020
4171268020,12/08/2023,HireRight Holdings Corp,HireRight Holdings Corp SPV,06/28/2024,9P4459,433537,4171268020
4168212020,12/07/2023,Troika Media Group Inc,Bondholders,03/29/2024,09788F,89689F,4168212020
4165816040,12/06/2023,Ten Entertainment Group PLC,Trive Capital Management LLC,01/24/2024,93713X,6F4361,4165816040
4165904020,12/06/2023,Cerevel Therapeutics Holdings Inc,AbbVie Inc,08/01/2024,00287Y,15678U,4165904020
4174506020,12/06/2023,Nogin Inc,Nogin Inc,05/03/2024,65528N,65528N,4174506020
4165495040,12/05/2023,Cafe24 Corp,Google International LLC,01/16/2024,4K2733,7F5386,4165495040
4181792020,12/05/2023,Rent The Runway Inc,Rent The Runway Inc,12/05/2023,76010Y,76010Y,4181792020
4164822020,12/04/2023,SilverSun Technologies Inc,SilverSun Technologies Inc SPV,06/06/2024,8P9894,82846H,4164822020
4166681040,12/04/2023,Shionogi & Co Ltd,Anv Management LLC,12/04/2023,9P1014,82466Q,4166681040
4164570020,12/03/2023,Hawaiian Holdings Inc,Alaska Air Group Inc,09/18/2024,011659,419879,4164570020
4163608020,11/30/2023,ImmunoGen Inc,AbbVie Inc,02/12/2024,00287Y,45253H,4163608020
4163139020,11/29/2023,Rover Group Inc,Biscuit Parent LLC,02/27/2024,8P8833,7L2880,4163139020
4163514020,11/29/2023,Eagle Financial Bancorp Inc,LCNB Corp,04/12/2024,50181P,26952G,4163514020
4175477040,11/29/2023,Indra Sistemas SA,JPMorgan Chase & Co,11/29/2023,46625H,45678L,4175477040
4162207020,11/27/2023,Fathom Digital Manufacturing Corp,CORE Industrial Partners LLC,05/22/2024,0H6302,31189Y,4162207020
4179345020,11/27/2023,Newmont Corp,Bondholders,12/26/2023,09788F,651639,4179345020
4174455040,11/22/2023,PT Graha Andrasentra Propertindo Tbk,GSCO LLC S/A Highbridge MSF International Ltd,11/22/2023,9P6510,8E9489,4174455040
4159558020,11/17/2023,Blue Bird Corp,Blue Bird Corp,11/17/2023,095306,095306,4159558020
4158423040,11/16/2023,Hotel Chocolat Group PLC,Hive Bidco Inc,01/25/2024,8P5892,5E5765,4158423040
4160157020,11/14/2023,Hess Midstream LP,Hess Midstream LP,11/16/2023,428103,428103,4160157020
4164632040,11/14/2023,Mav Beauty Brands Inc,Nexus Capital Management LP,12/08/2023,0J8155,4H3987,4164632040
4156317020,11/13/2023,Pivotal Systems Corp,OmegaX Inc,11/21/2023,8P4313,2F4873,4156317020
4156544040,11/13/2023,Q4 Inc,Sumeru Equity Partners LP,02/01/2024,0E4116,74738R,4156544040
4157446020,11/13/2023,QSAM Biosciences Inc,Telix Pharmaceuticals (US) Inc,05/03/2024,8P5154,74737G,4157446020
4235308040,11/11/2023,Tele Columbus AG,Morgan Stanley Infrastructure Partners LP,03/19/2024,8J9401,5C6616,4235308040
4156812040,11/10/2023,LXRandCo Inc,Fashionphile Group LLC,11/10/2023,3J0353,550789,4156812040
4159059020,11/09/2023,KORE Group Holdings Inc,KORE Group Holdings Inc,11/16/2023,50066V,50066V,4159059020
4153611020,11/06/2023,Bluegreen Vacations Holding Corp,Hilton Grand Vacations Inc,01/17/2024,43283X,096308,4153611020
4156457020,11/06/2023,WeWork Inc,Creditors,06/11/2024,22542Z,96209A,4156457020
4153280040,11/03/2023,MHM Automation Ltd,Bettcher Industries Inc,03/06/2024,08765E,9K2781,4153280040
4380566020,11/03/2023,Align Technology Inc,Align Technology Inc,01/31/2024,016255,016255,4380566020
4152419020,11/02/2023,Six Flags Entertainment Corp,Cedar Fair LP,07/01/2024,150185,83001A,4152419020
4153621020,11/01/2023,Patriot Transportation Holding Inc,United Petroleum Transports Inc,12/21/2023,91132T,5C8721,4153621020
4151777020,10/31/2023,Lumen Technologies Inc,Lumen Technologies Inc,03/22/2024,550241,550241,4151777020
4202000040,10/31/2023,Sopheon PLC,Wellspring Worldwide Inc,02/20/2024,9E2443,83577P,4202000040
4150587020,10/30/2023,Spirit Realty Capital Inc,Saints MD Subsidiary Inc,01/23/2024,6P6770,84860W,4150587020
4150605020,10/30/2023,Physicians Realty Trust,Healthpeak Properties Inc,03/01/2024,42250P,71943U,4150605020
4150789020,10/30/2023,Miromatrix Medical Inc,United Therapeutics Corp,12/13/2023,91307C,60471P,4150789020
4154038020,10/30/2023,Sunlight Financial Holdings Inc,Investor Group,10/30/2023,46145M,6L7602,4154038020
4154797020,10/30/2023,Eargo Inc,Patient Square Capital LP,02/16/2024,5K7508,270087,4154797020
4175503020,10/30/2023,Sunlight Financial Holdings Inc,Sunlight Financial Holdings Inc,12/06/2023,6L7602,6L7602,4175503020
4151368020,10/27/2023,Global Clean Energy Inc,Global Clean Energy Inc,10/27/2023,378986,378986,4151368020
4149817020,10/26/2023,CapStar Financial Holdings Inc,Old National Bancorp,04/01/2024,680033,14070T,4149817020
4142025020,10/23/2023,EngageSmart Inc,Icefall Parent LLC,01/26/2024,6P5071,29283F,4142025020
4147483040,10/22/2023,Textainer Group Holdings Ltd,Typewriter Parent Ltd,03/14/2024,6P5249,G8766E,4147483040
4149684020,10/20/2023,FaZe Holdings Inc,GameSquare Holdings Inc,03/08/2024,364934,8M6076,4149684020
4155053020,10/19/2023,Flamemaster Corp,SocoFlame Inc,02/01/2024,8P3552,338490,4155053020
4372290020,10/19/2023,"Independent Bank Corp,Rockland,Massachusetts","Independent Bank Corp,Rockland,Massachusetts",03/31/2024,453836,453836,4372290020
4154535020,10/15/2023,Rite Aid Corp,Bondholders,09/03/2024,09788F,767754,4154535020
4144577020,10/13/2023,P&F Industries Inc,Tools AcquisitionCo LLC,12/20/2023,6P3032,692830,4144577020
4145139020,10/13/2023,PCTEL Inc,Amphenol Corp,12/15/2023,032095,69325Q,4145139020
4145553040,10/13/2023,Spark Power Group Inc,Generator Spark Canada Buyer Inc,12/05/2023,6P3609,84651C,4145553040
4153547020,10/12/2023,IronNet Inc,Creditors,02/21/2024,22542Z,3N3274,4153547020
4162550020,10/12/2023,RVL Pharmaceuticals plc,Creditors,11/22/2023,22542Z,G6S41R,4162550020
4064316020,10/11/2023,Pioneer Natural Resources Co,Exxon Mobil Corp,05/03/2024,30231G,723787,4064316020
4144295020,10/11/2023,BSquare Corp,Kontron America Inc,12/07/2023,50406Z,11776U,4144295020
4143216040,10/10/2023,Opsens Inc,Haemonetics Corp,12/12/2023,405024,683823,4143216040
4143885020,10/10/2023,Community West Bancshares,Central Valley Community Bancorp,04/01/2024,155685,204157,4143885020
4148719020,10/10/2023,Tempur Sealy International Inc,Tempur Sealy International Inc,10/10/2023,4A0325,4A0325,4148719020
4142306020,10/09/2023,National Western Life Group Inc,S USA Life Insurance Co Inc,07/09/2024,6P1541,638517,4142306020
4142036020,10/08/2023,Mirati Therapeutics Inc,Bristol-Myers Squibb Co,01/23/2024,110122,60468T,4142036020
4142497020,10/06/2023,Franklin BSP Lending Corp,Franklin BSP Capital Corp,01/24/2024,2M7924,2M7921,4142497020
4141310020,10/05/2023,SP Plus Corp,Metropolis Technologies Inc,05/16/2024,3L4109,78469C,4141310020
4141033020,10/04/2023,SomaLogic Inc,Standard Biotools Inc,01/05/2024,34385P,83444K,4141033020
4140506020,10/03/2023,POINT Biopharma Global Inc,Eli Lilly & Co,12/27/2023,532457,730541,4140506020
4140621020,10/03/2023,Vericity Inc,iA American Holdings Inc,06/28/2024,5P9997,92347D,4140621020
4141436040,10/03/2023,H2o Innovation Inc,Ember SPV I Purchaser Inc,12/08/2023,6P0778,443300,4141436040
4254666040,10/02/2023,Technicolor Creative Studios SA,Investor Group,01/02/2024,46145M,4M6029,4254666040
4139768020,09/29/2023,Blue Apron Holdings Inc,Wonder Group Inc,11/13/2023,5P9377,09523Q,4139768020
4139325020,09/28/2023,Chico's FAS Inc,Sycamore Partners LLC,01/05/2024,87111Z,168615,4139325020
4169611020,09/28/2023,Capstone Green Energy Corp,Bondholders,12/07/2023,09788F,14067D,4169611020
4138374020,09/27/2023,Denver Bankshares Inc,MidWestOne Financial Group Inc,02/02/2024,598511,249082,4138374020
4138511020,09/27/2023,American Strategic Investment Co,Bellevue Capital Partners LLC,10/27/2023,5P8404,649439,4138511020
4138576020,09/27/2023,FNCB Bancorp Inc,Peoples Financial Services Corp,07/01/2024,71104Z,302578,4138576020
4140606020,09/27/2023,MusclePharm Corp,FitLife Brands Inc,10/10/2023,33817P,627335,4140606020
4137757020,09/26/2023,Intercept Pharmaceuticals Inc,Interstellar Acquisition Inc,11/08/2023,6P2694,45845P,4137757020
4141676040,09/25/2023,Acasti Pharma Inc,Shore Pharma LLC,09/25/2023,2M1679,00430K,4141676040
3873738020,09/21/2023,Splunk Inc,Cisco Systems Inc,03/18/2024,17275R,848637,3873738020
4135726020,09/21/2023,Applied Molecular Transport Inc,Cyclo Therapeutics Inc,12/27/2023,23254X,03824M,4135726020
4138258040,09/21/2023,CCR SA,BlackRock Inc,09/21/2023,09247X,20524F,4138258040
4135048040,09/20/2023,Cantex Mine Development Corp,Investor Group,11/22/2023,46145M,138117,4135048040
4139853020,09/20/2023,Hess Midstream LP,Hess Midstream LP,09/22/2023,428103,428103,4139853020
4186849040,09/20/2023,Canada Jetlines Operations Ltd,Jetstream Aviation Inc,01/24/2024,0Q5888,13527D,4186849040
4134507020,09/19/2023,Cambridge Bancorp,Eastern Bankshares Inc,07/12/2024,3K5537,132152,4134507020
4133465040,09/18/2023,HS GovTech Solutions Inc,Banneker Partners LLC,11/22/2023,6J5493,40453C,4133465040
4132039020,09/14/2023,PFSweb Inc,GXO Logistics Inc,10/23/2023,36262G,717098,4132039020
4131179020,09/12/2023,Midland Capital Holdings Corp,Midfed Acquisition Corp SPV,09/20/2024,5P2973,59748B,4131179020
4125203020,09/11/2023,Hostess Brands Inc,The JM Smucker Co,11/07/2023,832696,44109J,4125203020
4130226020,09/11/2023,Avantax Inc,Aretec Group Inc,11/27/2023,5H6872,095229,4130226020
4169130020,09/08/2023,Mcdermott International Ltd,Bondholders,03/26/2024,09788F,580037,4169130020
4122945020,09/06/2023,Nextgen Healthcare Inc,Next Holdco LLC,11/09/2023,5P0995,65343C,4122945020
4129618020,09/06/2023,BlackRock Capital Investment Corp,BlackRock TCP Capital Corp,03/18/2024,87238Q,2F2338,4129618020
4171797020,09/06/2023,BGC Group Inc,Bondholders,10/05/2023,09788F,088929,4171797020
4208943020,09/06/2023,DuPont de Nemours Inc,DuPont de Nemours Inc,02/06/2024,26614N,26614N,4208943020
4126383040,09/01/2023,Mindset Pharma Inc,Otsuka America Inc,10/27/2023,68916T,60268M,4126383040
4127486020,09/01/2023,Robinhood Markets Inc,Robinhood Markets Inc,09/01/2023,770700,770700,4127486020
4126020020,08/31/2023,Mars Bancorp Inc,NexTier Inc,02/16/2024,65708W,571653,4126020020
4126077020,08/31/2023,Acer Therapeutics Inc,Zevra Therapeutics Inc,11/20/2023,488445,00444P,4126077020
4126408040,08/31/2023,Terra Firma Capital Corp,GM Capital Corp,10/27/2023,4P9543,881002,4126408040
4237060020,08/31/2023,Apple Inc,Apple Inc,08/31/2023,037833,037833,4237060020
4125599040,08/30/2023,Korea Zinc Co Ltd,HMG Global LLC,09/12/2023,4P9110,60066Y,4125599040
4125552020,08/29/2023,Overseas Shipholding Group Inc,Overseas Shipholding Group Inc,08/29/2023,690368,690368,4125552020
4124119040,08/28/2023,Abcam PLC,Danaher Corp,12/06/2023,235851,G0060R,4124119040
4124550020,08/28/2023,RPT Realty,Kimco Realty Corp,01/02/2024,49446R,74971D,4124550020
4124561020,08/28/2023,Hersha Hospitality Trust,KSL Capital Partners LLC,11/28/2023,48482Q,427825,4124561020
4124701020,08/28/2023,Thorne HealthTech Inc,L Catterton Management Ltd,10/16/2023,7E7848,885260,4124701020
4177666020,08/28/2023,BrightView Holdings Inc,One Rock Capital Partners LLC,08/28/2023,68518K,10948C,4177666020
4124131020,08/24/2023,Summit Financial Group Inc,Burke & Herbert Financial Services Corp,05/03/2024,12135Y,86606G,4124131020
4121876020,08/21/2023,Earthstone Energy Inc,Permian Resources Corp,11/01/2023,71424F,27032D,4121876020
4122424020,08/21/2023,Timber Pharmaceuticals Inc,LEO US Holding Inc,01/22/2024,2P4503,887080,4122424020
4121973020,08/18/2023,Boxed Inc,MSG Distributors Inc,08/18/2023,2P4053,9M6230,4121973020
4121832020,08/17/2023,PhenomeX Inc,Bruker Corp,10/03/2023,116794,5N8541,4121832020
4123315040,08/17/2023,Industrias Electro Quimicas SA,Zochem Inc,08/17/2023,9F0623,P3641J,4123315040
4178451020,08/17/2023,Wingstop Inc,Wingstop Inc,08/17/2023,974155,974155,4178451020
4120370020,08/16/2023,Crestwood Equity Partners LP,Energy Transfer LP,11/03/2023,29273V,226344,4120370020
4130594020,08/15/2023,Splitit Payments Ltd,Motive Capital Management LLC,12/12/2023,6N2676,1J8294,4130594020
4135403020,08/15/2023,Wheels Up Experience Inc,Creditors,09/20/2023,22542Z,96328L,4135403020
4119379020,08/14/2023,Zynerba Pharmaceuticals Inc,Harmony Biosciences Holdings Inc,10/11/2023,413197,98986X,4119379020
4119630040,08/14/2023,ECN Capital Corp,Skyline Champion Corp,09/26/2023,830830,26829L,4119630040
4136605020,08/11/2023,Rambus Inc,Rambus Inc,09/30/2023,750917,750917,4136605020
4083801020,08/09/2023,Avid Technology Inc,Artisan Bidco Inc,11/07/2023,2P1545,05367P,4083801020
4118235020,08/09/2023,Decibel Therapeutics Inc,Regeneron Pharmaceuticals Inc,09/25/2023,75886F,24343R,4118235020
4120073020,08/09/2023,1stdibs.com Inc,1stdibs.com Inc,06/10/2024,320551,320551,4120073020
4104203020,08/08/2023,DISH Network Corp,EchoStar Corp,12/31/2023,278768,25470M,4104203020
4117305020,08/08/2023,Community Financial Group Inc,Glacier Bancorp Inc,02/01/2024,37637Q,20365M,4117305020
4120019020,08/08/2023,AmerisourceBergen Corp,AmerisourceBergen Corp,08/08/2023,03073E,03073E,4120019020
4116493020,08/07/2023,Sovos Brands Inc,Campbell Soup Co,03/12/2024,134429,84612U,4116493020
4116560020,08/07/2023,Veritiv Corp,Verde Purchaser LLC,11/30/2023,2P0470,923454,4116560020
4116980020,08/07/2023,Tabula Rasa Healthcare Inc,Locke Buyer LLC,11/03/2023,2P0683,9E3754,4116980020
4117946020,08/07/2023,Fiesta Restaurant Group Inc,Authentic Restaurant Brands,10/30/2023,2P1220,31660B,4117946020
4124965020,08/07/2023,Proterra Inc,Proterra Inc,03/13/2024,74374T,74374T,4124965020
4132231020,08/07/2023,Westrock Coffee Co,Brown Brothers Harriman & Co,08/07/2023,11526P,96145W,4132231020
4177277020,08/07/2023,Sabre Corp,Bondholders,09/05/2023,09788F,78573M,4177277020
4116505020,08/03/2023,Tupperware Brands Corp,Tupperware Brands Corp,08/03/2023,899896,899896,4116505020
4116145020,08/02/2023,Vestin Realty Mortgage II Inc,Brighton Holdings LLC,09/26/2023,2P0216,92549X,4116145020
4114313020,08/01/2023,EQRX Inc,Revolution Medicines Inc,11/09/2023,76155X,1M9654,4114313020
4114981020,08/01/2023,TriNet Group Inc,TriNet Group Inc,08/28/2023,896288,896288,4114981020
4115384020,08/01/2023,"First Sound Bank,Seattle,WA",Harborstone Credit Union,05/21/2024,41185P,33647C,4115384020
4121017020,08/01/2023,Carnival PLC,Carnival PLC,08/08/2023,14366Q,14366Q,4121017020
4080138020,07/31/2023,New Relic Inc,Crewline Buyer Inc,11/08/2023,9N5768,64829B,4080138020
4114777040,07/31/2023,Patriot Battery Metals Inc,Albemarle Corp,08/03/2023,012653,70337R,4114777040
4112995020,07/28/2023,Reata Pharmaceuticals Inc,Biogen Inc,09/26/2023,09062X,75615P,4112995020
4112288040,07/26/2023,Tie Kinetix NV,SPS Commerce Inc,09/13/2023,78463M,6A6232,4112288040
4111448020,07/25/2023,American National Bankshares Inc,Atlantic Union Bankshares Corp,04/01/2024,04911A,027745,4111448020
4111551020,07/25/2023,PacWest Bancorp,Banc of California Inc,11/30/2023,05990K,695263,4111551020
4111602020,07/25/2023,Banc of California Inc,Investor Group,11/30/2023,46145M,05990K,4111602020
4183119020,07/25/2023,Anywhere Real Estate Inc,Bondholders,08/22/2023,09788F,75605Y,4183119020
4110680020,07/24/2023,Sculptor Capital Management Inc,Rithm Capital Corp,11/17/2023,64828T,811246,4110680020
4168084020,07/24/2023,AppHarvest Inc,AppHarvest Inc,12/05/2023,03783T,03783T,4168084020
4099334020,07/21/2023,Chase Corp,KKR & Co Inc,11/15/2023,48251W,16150R,4099334020
4110480020,07/20/2023,Pasithea Therapeutics Corp,Pasithea Therapeutics Corp,09/08/2023,70261F,70261F,4110480020
4107686020,07/19/2023,Heritage-Crystal Clean Inc,JFL-Tiger Acquisition Co Inc,10/17/2023,1P6292,42726M,4107686020
4110679020,07/19/2023,Carvana Co,Bondholders,08/21/2023,09788F,146869,4110679020
4106799020,07/17/2023,Pardes Biosciences Inc,MediPacific Inc,08/31/2023,1P5217,2M4178,4106799020
4196257020,07/17/2023,Novan Inc,Ligand Pharmaceuticals Inc,09/27/2023,53220K,66988N,4196257020
